code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動富邦台灣龍耀,171,0,171,146.5,8.57
,群益臺灣加權正2,134,8,126,153.5,12.1
,主動凱基台灣,114,0,114,107.5,9.41
,主動統一升級50,99,35,64,66.6,10.41
2324,仁寶,110,50,60,212.4,35.45
,元大台灣50正2,72,13,59,219.2,37.0
2812,台中銀,40,0,40,82.2,20.55
2409,友達,78,39,39,114.6,29.33
3481,群創,206,171,35,225.3,63.19
2208,台船,33,2,31,62.9,20.54
009816,凱基台灣TOP50,40,14,26,39.6,15.23
2104,國際中橡,25,0,25,26.9,10.77
1301,台塑,29,4,25,143.0,57.32
2834,臺企銀,23,0,23,41.5,18.05
2002,中鋼,26,4,22,42.0,18.65
2103,台橡,22,0,22,52.5,23.84
,主動統一台股增長,34,13,21,61.9,29.53
3709,鑫聯大投控,20,0,20,147.0,73.5
2610,華航,34,14,20,43.2,21.62
6244,茂迪,20,0,20,53.9,26.93
0050,元大台灣50,24,7,17,181.6,105.92
2601,益航,16,0,16,12.0,7.51
,主動群益美國增長,16,0,16,19.4,12.13
3511,矽瑪,15,0,15,39.7,26.45
,主動統一全球創新,17,2,15,26.8,19.16
,統一美債20年,0,68,-68,-92.4,13.59
6142,友勁,0,60,-60,-61.5,10.25
4128,中天,1,61,-60,-109.5,18.26
,群益ESG投等債20+,0,51,-51,-75.2,14.92
2609,陽明,46,85,-39,-205.1,52.59
2883,凱基金,0,29,-29,-91.7,31.0
1714,和桐,2,31,-29,-52.1,17.96
3078,僑威,1,26,-25,-148.8,59.5
2884,玉山金,0,25,-25,-87.2,34.89
2618,長榮航,3,22,-19,-74.9,39.43
1515,力山,3,20,-17,-67.6,39.74
6770,力積電,51,68,-17,-112.0,67.8
00712,復華富時不動產,0,15,-15,-13.3,8.87
2332,友訊,0,15,-15,-32.9,21.9
4939,亞電,15,30,-15,-87.8,58.74
3211,順達,0,13,-13,-574.4,427.09
00929,復華台灣科技優息,1,15,-14,-39.7,30.06
6282,康舒,1,13,-12,-70.4,58.68
2603,長榮,0,11,-11,-211.3,193.72
,元大台灣50反1,10,20,-10,-10.2,10.08
6901,鑽石投資,0,10,-10,-21.1,21.05
2465,麗臺,0,10,-10,-77.8,77.79
,主動元大AI新經濟,4,14,-10,-18.0,18.04
6148,驊宏資,0,10,-10,-32.8,32.75
4303,信立,0,10,-10,-45.5,45.53
