code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2515,中工,217,0,217,262.4,12.09
,群益臺灣加權正2,186,39,147,177.3,12.14
,主動中信台灣收益,78,2,76,72.9,9.59
00919,群益台灣精選高息,55,2,53,172.6,32.5
00918,大華優利高填息30,53,0,53,187.1,35.3
3481,群創,42,6,36,175.0,49.16
6547,高端疫苗,36,1,35,233.6,66.75
,期元大S&P原油反1,30,0,30,31.9,10.64
2303,聯電,79,53,26,362.6,142.32
,主動聯博動能50,25,0,25,24.9,9.95
1409,新纖,25,0,25,63.8,25.53
2886,兆豐金,23,0,23,114.3,49.69
,國泰臺灣加權反1,20,0,20,3.2,1.58
00961,FT臺灣永續高息,19,0,19,25.5,13.42
2426,鼎元,21,3,18,174.6,96.45
009828,中信台日韓PCB,18,0,18,17.2,9.56
00712,復華富時不動產,16,0,16,13.9,8.53
,主動統一全球創新,25,10,15,24.0,16.0
3231,緯創,41,28,13,253.5,191.31
6416,瑞祺電通,13,0,13,144.4,111.04
3483,力致,14,1,13,100.1,76.96
2002,中鋼,13,0,13,24.7,19.03
8937,合騏*,17,5,12,37.0,30.82
6872,浩宇生醫,12,0,12,30.1,25.07
3376,新日興,14,2,12,222.6,191.19
1314,中石化,0,100,-100,-81.1,8.11
1718,中纖,1,100,-99,-105.5,10.65
5608,四維航,0,50,-50,-85.5,17.1
,元大台灣50反1,186,211,-25,-23.6,9.46
2609,陽明,9,34,-25,-144.0,58.3
1303,南亞,8,27,-19,-480.5,241.42
6770,力積電,24,35,-11,-79.7,72.44
,元大台灣50正2,12,23,-11,-40.6,37.37
2449,京元電子,1,12,-11,-295.0,271.87
,主動復華全球50,2,12,-10,-9.7,9.75
1810,和成,0,10,-10,-23.7,23.66
0050,元大台灣50,7,16,-9,-93.7,109.23
4939,亞電,10,18,-8,-64.3,83.51
6179,亞通,9,16,-7,-27.2,38.24
,主動統一升級50,11,18,-7,-7.2,10.35
2337,旺宏,4,10,-6,-75.9,123.49
3707,漢磊,1,7,-6,-36.6,61.0
1326,台化,1,6,-5,-35.3,70.56
3624,光頡,5,10,-5,-56.6,113.1
1536,和大,0,5,-5,-24.0,47.9
3372,典範,0,5,-5,-7.2,14.3
1717,長興,1,5,-4,-35.9,71.78
1312,國喬,11,15,-4,-6.9,14.65
6834,天二科技,2,6,-4,-42.0,105.08
4976,佳凌,0,4,-4,-14.9,37.16
