code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,242,4,238,241.1,10.13
2409,友達,252,99,153,455.2,29.6
2515,中工,100,0,100,133.0,13.3
,主動統一升級50,111,24,87,91.5,10.42
,主動凱基台灣,95,8,87,81.5,9.37
,主動復華未來50,94,9,85,165.0,19.3
00919,群益台灣精選高息,88,9,79,237.7,29.76
3162,精確,67,1,66,530.5,80.38
00927,群益半導體收益,72,11,61,256.4,41.62
6609,瀧澤科,110,50,60,262.5,43.75
,大華優利美A債15,60,0,60,97.6,16.26
2332,友訊,68,12,56,143.9,25.81
3481,群創,204,151,53,337.1,64.25
1102,亞泥,51,0,51,178.5,35.07
6770,力積電,81,31,50,359.2,71.4
2388,威盛,54,7,47,331.9,70.61
,元大台灣50正2,94,48,46,171.1,37.23
1409,新纖,54,9,45,119.9,26.28
,群益ESG投等債20+,41,0,41,60.8,14.84
2014,中鴻,40,0,40,68.2,17.05
9921,巨大,41,4,37,295.2,79.77
,主動統一台股增長,70,35,35,106.5,29.87
2353,宏碁,37,2,35,112.9,31.93
2457,飛宏,34,1,33,91.0,27.59
00905,FT臺灣Smart,32,0,32,90.9,27.7
2634,漢翔,36,179,-143,-916.7,63.75
,群益臺灣加權正2,47,154,-107,-132.7,12.42
6578,達邦蛋白,0,102,-102,-165.7,16.25
1310,台苯,0,100,-100,-105.9,10.59
1326,台化,20,116,-96,-624.1,65.32
2377,微星,6,96,-90,-1351.0,150.16
1303,南亞,0,71,-71,-1403.4,196.95
2887,台新新光金,1,70,-69,-249.0,36.03
2892,第一金,0,45,-45,-154.8,33.8
1301,台塑,10,52,-42,-252.7,59.47
1717,長興,13,51,-38,-285.1,75.12
4906,正文,1,35,-34,-133.3,38.63
2426,鼎元,3,37,-34,-234.3,69.32
3694,海華,8,40,-32,-213.1,66.59
3707,漢磊,2,32,-30,-265.5,87.05
1709,和益,0,30,-30,-80.3,26.75
2355,敬鵬,6,35,-29,-139.9,48.62
2812,台中銀,0,28,-28,-57.8,20.65
4958,臻鼎-KY,9,34,-25,-1620.4,644.18
00915,凱基優選高股息30,0,25,-25,-79.4,31.74
5009,榮剛,5,27,-22,-77.6,35.29
2324,仁寶,7,29,-22,-80.4,36.7
3532,台勝科,0,21,-21,-987.3,465.5
3016,嘉晶,1,22,-21,-281.4,133.24
6182,合晶,17,37,-20,-380.2,189.46
