code,name,weight,shares,price
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,2.1,1219618668,0.0
2408,南亞科技,4.78,7700000,360.0
3042,台灣晶技,1.9,5200000,212.0
2327,國巨股份,6.76,5100000,769.0
2330,台灣積體,14.88,3650000,2365.0
3037,欣興電子,5.15,3200000,933.0
3189,景碩科技,2.58,2100000,712.0
8046,南亞電路,2.55,1750000,845.0
8299,群聯電子,6.04,1430000,2450.0
6274,台燿科技,3.28,1180000,1610.0
8996,高力熱處,1.82,940000,1125.0
2308,台達電子,3.65,920000,2300.0
2345,智邦科技,3.86,900000,2490.0
3017,奇鋐科技,4.03,900000,2600.0
2368,金像電子,2.0,880000,1315.0
8210,勤誠興業,1.89,800000,1370.0
2383,台光電子,6.4,760000,4885.0
2454,聯發科技,4.45,600000,4300.0
3665,貿聯-KY,2.09,550000,2200.0
6805,富世達股,1.82,540000,1950.0
2360,致茂電子,1.99,450000,2565.0
6669,緯穎科技,3.9,400000,5660.0
6223,旺矽科技,3.28,330000,5765.0
7769,鴻勁精密,3.39,270000,7275.0
2059,川湖科技,2.08,215000,5620.0
5274,信驊科技,3.32,110000,17505.0
5347,世界先進,0.0,9000,161.5
2891,中國信託,0.0,9000,66.6
2885,元大金融,0.0,9000,65.3
2882,國泰金融,0.0,9000,100.0
2881,富邦金融,0.0,9000,118.0
2603,長榮海運,0.0,9000,232.0
3231,緯創資通,0.0,9000,171.0
2317,鴻海精密,0.0,9000,284.5
2313,華通電腦,0.0,9000,259.0
2344,華邦電子,0.0,9000,162.0
2337,旺宏電子,0.0,9000,150.0
2382,廣達電腦,0.01,9000,390.5
2449,京元電子,0.01,9000,309.5
3711,日月光投,0.01,9000,577.0
3045,台灣大哥,0.0,1000,116.0
3044,健鼎科技,0.0,1000,498.0
3036,文曄科技,0.0,1000,281.0
3324,雙鴻科技,0.0,1000,1110.0
1519,華城電機,0.0,1000,851.0
1303,南亞塑膠,0.0,1000,104.5
2404,漢唐集成,0.0,1000,1205.0
2412,中華電信,0.0,1000,141.0
3653,健策精密,0.01,1000,3620.0
6510,中華精測,0.01,1000,3300.0
6515,穎崴科技,0.02,1000,8425.0
