code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,560,1,559,563.7,10.08
9934,成霖,185,0,185,217.2,11.74
,玉山嚴選非投債,172,0,172,343.5,19.97
2344,華邦電,301,132,169,3077.1,182.24
6282,康舒,120,2,118,563.9,47.74
1312,國喬,60,0,60,70.5,11.75
00878,國泰永續高股息,57,2,55,185.8,33.45
8150,南茂,59,5,54,514.5,94.0
3005,神基,50,2,48,563.3,115.54
2408,南亞科,100,67,33,1629.4,491.11
5904,寶雅*,43,11,32,281.9,87.89
8050,廣積,30,0,30,176.2,58.73
6206,飛捷,35,6,29,417.4,143.91
8027,鈦昇,29,1,28,547.8,194.95
3026,禾伸堂,28,2,26,1742.1,666.07
2441,超豐,31,6,25,313.9,125.25
2409,友達,83,59,24,64.9,26.6
3055,蔚華科,24,0,24,272.4,113.48
009826,貝萊德世界股票,22,0,22,22.6,10.28
2363,矽統,21,0,21,116.6,55.51
00909,國泰數位支付服務,20,0,20,87.7,43.83
2484,希華,21,1,20,148.1,74.04
2492,華新科,36,17,19,557.6,293.85
00881,國泰台灣科技龍頭,29,12,17,96.7,54.08
3231,緯創,21,4,17,319.2,192.18
,主動統一升級50,15,661,-646,-648.8,10.05
2353,宏碁,1,237,-236,-749.7,31.74
6770,力積電,48,260,-212,-1534.8,72.54
2461,光群雷,25,160,-135,-247.2,18.31
,主動凱基台灣,105,238,-133,-127.8,9.61
2801,彰銀,1,102,-101,-237.4,23.5
009824,群益美國科技巨頭,2,100,-98,-99.1,10.11
2317,鴻海,31,124,-93,-2520.0,269.69
,群益臺灣加權正2,2,81,-79,-91.5,11.59
,主動富邦台灣龍耀,1,78,-77,-64.6,8.4
6907,雅特力-KY,2,77,-75,-1303.7,173.82
2356,英業達,10,73,-63,-441.9,69.37
,主動復華未來50,3,53,-50,-88.9,17.79
1513,中興電,1,50,-49,-811.1,165.69
2324,仁寶,79,127,-48,-198.0,40.58
2464,盟立,6,51,-45,-907.8,199.09
2527,宏璟,0,45,-45,-208.6,46.36
2542,興富發,5,50,-45,-200.2,44.52
,主動統一台股增長,19,57,-38,-110.1,29.07
,主動群益科技創新,2,39,-37,-63.9,17.28
2451,創見,0,35,-35,-1047.6,295.94
2377,微星,19,54,-35,-587.9,168.83
3033,威健,8,41,-33,-172.2,52.18
2332,友訊,12,45,-33,-73.5,22.26
00940,元大台灣價值高息,0,33,-33,-41.1,12.46
