code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50反1,225,22,203,231.6,11.41
,中信中國50正2,200,100,100,102.4,10.24
2002,中鋼,65,5,60,109.0,18.16
3673,TPK-KY,62,6,56,403.6,72.72
,元大台灣50正2,83,31,52,161.0,30.97
2344,華邦電,81,38,43,518.6,119.17
5328,華容,38,1,37,121.2,32.74
2337,旺宏,53,18,35,499.2,143.85
6443,元晶,35,1,34,137.3,40.38
2892,第一金,34,1,33,92.4,27.76
4916,事欣科,39,7,32,308.8,96.85
2472,立隆電,35,5,30,804.7,262.64
,主動統一全球創新,31,3,28,53.9,19.16
,主動統一升級50,39,12,27,26.6,10.0
3090,日電貿,36,10,26,504.9,193.68
00955,中信日本商社,25,0,25,39.4,15.77
2492,華新科,29,5,24,630.3,266.0
2484,希華,30,7,23,104.1,45.08
2801,彰銀,20,0,20,41.3,20.4
2867,三商壽,20,0,20,15.3,7.67
8011,台通,20,0,20,36.2,18.11
4924,欣厚-KY,20,0,20,23.0,11.5
3025,星通,20,0,20,121.9,60.95
6770,力積電,43,25,18,109.5,60.16
3504,揚明光,30,12,18,154.4,85.94
1605,華新,6,615,-609,-2165.9,35.56
,主動野村臺灣高息,0,301,-301,-306.1,10.18
3481,群創,165,430,-265,-1074.7,40.49
2409,友達,23,270,-247,-490.3,19.82
6116,彩晶,1,156,-155,-167.2,10.78
2493,揚博,0,105,-105,-1427.4,135.54
3702,大聯大,12,103,-91,-1116.2,123.17
009816,凱基台灣TOP50,24,113,-89,-124.5,13.91
,主動統一台股增長,30,101,-71,-202.9,28.64
,國泰投資級公司債,0,70,-70,-241.8,34.54
1303,南亞,3,67,-64,-557.1,86.86
2324,仁寶,2,64,-62,-183.2,29.54
2489,瑞軒,7,61,-54,-248.7,45.93
2887,台新新光金,0,47,-47,-112.8,23.95
0050,元大台灣50,3,47,-44,-420.1,95.56
009820,元大納斯達克精選,0,37,-37,-37.6,10.15
6271,同欣電,4,40,-36,-742.9,204.98
2027,大成鋼,1,36,-35,-146.6,41.83
2317,鴻海,2,35,-33,-804.7,247.98
3231,緯創,12,43,-31,-441.2,139.28
2618,長榮航,0,30,-30,-106.9,35.3
,元大美債20正2,0,30,-30,-19.9,6.62
2312,金寶,10,40,-30,-89.1,29.7
1802,台玻,10,37,-27,-180.2,67.12
2441,超豐,3,28,-25,-267.7,106.94
