code,name,net_shares,net_amount
,主動統一台股增長,113,2230.0
0050,元大台灣50,106,7681.0
009816,凱基台灣TOP50,100,1037.0
1312,國喬,99,1348.0
0056,元大高股息,89,3327.0
,元大台灣50正2,43,836.0
,主動復華未來50,42,505.0
00919,群益台灣精選高息,40,899.0
2484,希華,40,1185.0
4714,永捷,40,560.0
1303,南亞,34,2648.0
6214,精誠,31,3270.0
,主動群益台灣強棒,26,411.0
00882,中信中國高股息,24,368.0
3105,穩懋,22,7999.0
1802,台玻,22,1389.0
1815,富喬,20,1977.0
6205,詮欣,20,1028.0
00929,復華台灣科技優息,20,373.0
,主動統一全球創新,17,211.0
2002,中鋼,16,305.0
00878,國泰永續高股息,14,314.0
00918,大華優利高填息30,14,305.0
6245,立端,14,947.0
2327,國巨*,14,3316.0
,國泰10Y+金融債,-109,-1751.0
,第一金優選非投債,-64,-596.0
1708,東鹼,-61,-2636.0
,群益優選非投等債,-59,-570.0
,元大台灣50反1,-58,-858.0
2408,南亞科,-37,-7293.0
,元大美債20正2,-30,-214.0
,群益ESG投等債20+,-28,-415.0
2313,華通,-26,-6655.0
2330,台積電,-25,-44275.0
00939,統一台灣高息動能,-20,-300.0
00960,野村全球航運龍頭,-20,-349.0
,元大美債20年,-19,-522.0
1309,台達化,-17,-390.0
1528,恩德,-12,-326.0
,元大滬深300正2,-11,-208.0
6271,同欣電,-10,-1405.0
6799,來頡,-10,-735.0
4916,事欣科,-10,-567.0
009805,新光美國電力基建,-10,-145.0
3289,宜特,-10,-1330.0
1710,東聯,-9,-131.0
,國泰20年美債,-9,-257.0
6285,啟碁,-9,-1510.0
6116,彩晶,-8,-65.0
