code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2890,永豐金,445,161,284,1112.1,39.15
,主動聯博全球非投,212,0,212,214.0,10.09
3049,精金,200,0,200,261.5,13.07
,群益臺灣加權反1,200,0,200,19.8,0.99
,主動群益美國增長,136,0,136,190.4,14.0
,主動統一全球創新,135,11,124,270.5,21.77
,主動元大AI新經濟,90,5,85,172.8,20.3
2002,中鋼,73,5,68,126.7,18.61
,主動復華未來50,67,2,65,133.1,20.45
2353,宏碁,58,3,55,175.1,31.84
6179,亞通,53,0,53,139.7,26.35
,群益ESG投等債20+,50,0,50,75.0,14.99
,群益優選非投等債,50,0,50,48.5,9.7
,主動統一台股增長,54,12,42,134.7,31.78
2317,鴻海,36,2,34,819.1,240.27
,主動凱基台灣,37,8,29,28.5,9.81
3221,台嘉碩,44,16,28,175.0,62.4
6191,精成科,48,20,28,314.3,113.13
3706,神達,40,14,26,244.5,92.93
2337,旺宏,44,19,25,361.3,140.05
00919,群益台灣精選高息,38,13,25,74.4,29.23
1815,富喬,32,8,24,245.2,101.34
3022,威強電,25,1,24,206.2,85.91
3048,益登,25,1,24,153.9,64.11
2303,聯電,31,8,23,371.2,160.07
00752,中信中國50,0,700,-700,-1484.5,21.21
,主動統一升級50,54,342,-288,-311.6,10.83
009816,凱基台灣TOP50,35,162,-127,-196.0,15.5
3027,盛達,1,101,-100,-218.9,21.83
3576,聯合再生,5,103,-98,-166.7,17.01
3481,群創,263,342,-79,-527.7,67.08
3707,漢磊,17,86,-69,-604.4,88.24
2867,三商壽,0,50,-50,-42.1,8.42
,主動中信非投等債,0,50,-50,-52.1,10.42
4716,大立,35,79,-44,-103.4,23.5
,富邦恒生國企正2,7,51,-44,-34.0,7.73
,元大美債20正2,0,40,-40,-27.8,6.96
,元大台灣50正2,59,98,-39,-147.6,38.3
3605,宏致,4,41,-37,-334.2,88.46
1326,台化,22,59,-37,-229.5,62.02
5425,台半,1,36,-35,-437.4,124.82
1312,國喬,2,37,-35,-51.0,14.56
6016,康和證,21,52,-31,-86.9,28.05
1314,中石化,33,63,-30,-27.1,8.95
2884,玉山金,23,52,-29,-95.6,33.06
2609,陽明,1,30,-29,-146.6,50.91
,中信中國50正2,2,30,-28,-24.0,8.57
,期街口布蘭特正2,7,34,-27,-84.4,31.26
2104,國際中橡,0,26,-26,-27.4,10.54
5392,能率,1,27,-26,-123.7,47.58
