code,name,weight,shares,price
2330,台積電,60.61,481180146,2185.0
2887,台新新光金,0.62,452050645,23.9
2891,中信金,1.16,348997317,57.8
2883,凱基金,0.39,310428998,21.6
2884,玉山金,0.55,301624286,31.7
2890,永豐金,0.43,249304107,29.8
2317,鴻海,3.32,240309804,240.0
2886,兆豐金,0.54,232112611,40.3
2303,聯電,1.43,229048920,108.0
2002,中鋼,0.23,219664132,18.1
2885,元大金,0.68,214339991,55.1
2892,第一金,0.34,213250030,27.75
5880,合庫金,0.27,205650297,22.7
2882,國泰金,0.83,184006127,77.9
2880,華南金,0.34,182829087,32.05
2881,富邦金,0.91,163985671,95.8
1303,南亞,0.45,96830923,80.8
1216,統一,0.41,96768836,73.4
1301,台塑,0.22,82451776,45.4
2412,中華電,0.6,74996925,139.0
3711,日月光投控,1.78,64861000,476.0
2344,華邦電,0.41,61322477,115.5
3231,緯創,0.46,60118664,132.5
2382,廣達,0.87,52056918,290.0
2308,台達電,4.22,38252660,1915.0
2301,光寶科,0.45,38172963,204.0
4904,遠傳,0.2,34859357,97.1
2327,國巨*,0.91,30508783,520.0
2454,聯發科,5.4,28975109,3230.0
3045,台灣大,0.18,27778401,115.0
3037,欣興,1.25,26290187,823.0
6505,台塑化,0.07,23399046,51.2
2408,南亞科,0.35,22071600,275.0
2449,京元電子,0.34,21374226,277.5
2603,長榮,0.26,21353659,212.5
6919,康霈*,0.11,18900509,101.0
2357,華碩,0.5,13421301,640.0
2345,智邦,1.33,9788466,2355.0
2395,研華,0.24,9023715,465.0
2360,致茂,0.87,7282985,2065.0
2368,金像電,0.48,6764869,1235.0
3017,奇鋐,0.86,6398421,2340.0
2383,台光電,1.43,5654924,4395.0
2207,和泰車,0.15,5499717,466.5
6669,緯穎,0.58,2033808,4910.0
3008,大立光,0.35,1886530,3200.0
3653,健策,0.29,1656339,3030.0
3661,世芯-KY,0.41,1561242,4600.0
7769,鴻勁,0.45,1121330,6980.0
2059,川湖,0.29,1115488,4500.0
202606NYF,台灣50ETF股票期貨,0.09,1738,0.0
202606TX,臺股期貨,0.12,268,0.0
