code,name,weight,shares,price
2303,聯華電子,2.23,700000,163.0
2885,元大金融控股,0.69,493000,71.5
2327,國巨*,5.28,303000,891.0
2344,華邦電子,0.86,260000,168.5
3037,欣興電子,3.92,232000,863.0
3711,日月光投資控股,2.53,207000,625.0
2330,台灣積體電路製造,9.06,188000,2465.0
8150,南茂科技,0.38,180000,106.5
8046,南亞電路板,3.68,170000,1105.0
2472,立隆電子工業,1.11,162000,351.0
6438,迅得機械,0.41,140000,151.0
2368,金像電子,3.04,135000,1150.0
6147,頎邦科技,0.47,120000,199.5
3023,信邦電子,0.71,113000,319.5
2345,智邦科技,5.2,110000,2415.0
3264,欣銓科技,0.49,107000,232.0
4958,臻鼎科技控股,1.18,107000,565.0
2455,全新光電科技,0.66,101000,335.0
2308,台達電子工業,3.62,98000,1885.0
2313,華通電腦,0.39,90000,224.0
3017,奇鋐科技,3.64,80000,2325.0
3044,健鼎科技,0.72,78000,472.0
2449,京元電子,0.46,77000,305.5
2383,台光電子材料,8.01,77000,5315.0
2454,聯發科技,5.79,74000,3995.0
3665,貿聯控股,2.64,71000,1900.0
6274,台燿科技,2.19,68000,1645.0
5439,高技企業,0.43,65180,338.0
3105,穩懋半導體,0.49,60000,413.5
6213,聯茂電子,0.39,50000,393.5
6669,緯穎科技服務,4.25,43000,5050.0
8210,勤誠興業,0.89,38000,1195.0
6223,旺矽科技,4.55,36000,6460.0
8996,高力熱處理工業,0.83,32000,1320.0
3189,景碩科技,0.46,31000,755.0
3211,順達科技,0.25,30000,427.5
3653,健策精密工業,1.88,30000,3200.0
2467,志聖工業,0.29,27000,552.0
6531,愛普科技,0.49,27000,926.0
2360,致茂電子,0.94,26000,1855.0
6187,萬潤科技,0.45,24000,955.0
5289,宜鼎國際,0.65,22000,1515.0
8358,金居開發,0.2,20000,523.0
6139,亞翔工程,0.29,17000,866.0
7769,鴻勁,1.9,16000,6055.0
6515,穎崴科技,1.96,13000,7705.0
5536,聖暉工程科技,0.3,12000,1260.0
7750,新代,0.49,12000,2080.0
6805,富世達股份有限公司,0.25,9000,1395.0
5274,信驊科技,2.41,8800,13975.0
6510,中華精測科技,0.44,8000,2840.0
2404,漢唐集成,0.12,5000,1200.0
3443,創意電子,0.43,5000,4400.0
