code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2324,仁寶,30606,248,30358,96433.1,31.77
3481,群創,3650,446,3204,14285.5,44.59
2489,瑞軒,3341,429,2912,14965.2,51.4
3189,景碩,1660,147,1513,92340.2,610.64
6706,惠特,1528,34,1494,27646.8,185.1
6116,彩晶,1413,293,1120,1328.3,11.86
2356,英業達,1076,340,736,4412.1,59.95
7780,大研生醫*,720,0,720,1321.9,18.37
6205,詮欣,647,13,634,5377.4,84.82
2363,矽統,627,48,579,3933.6,67.99
6609,瀧澤科,576,4,572,2649.2,46.34
3711,日月光投控,696,125,571,31651.8,554.06
3105,穩懋,654,238,416,22051.6,530.69
,主動聯博全球非投,305,0,305,307.0,10.07
3357,臺慶科,334,30,304,8478.8,278.83
1802,台玻,543,261,282,1997.8,70.8
2426,鼎元,333,58,275,2258.7,82.23
6239,力成,305,33,272,7693.3,283.0
7721,微程式,269,1,268,2143.2,80.0
2892,第一金,272,16,256,707.1,27.58
2360,致茂,232,1,231,52593.5,2276.63
,群益ESG投等債20+,295,121,174,256.3,14.7
6278,台表科,240,80,160,3934.8,246.2
8039,台虹,209,73,136,2106.1,154.71
2505,國揚,127,0,127,228.6,18.07
,主動統一升級50,352,1199,-847,-862.7,10.19
4722,國精化,4,729,-725,-20441.1,282.06
5425,台半,185,807,-622,-5427.3,87.25
1560,中砂,54,667,-613,-41244.3,672.88
2409,友達,694,1228,-534,-1167.2,21.82
6456,GIS-KY,206,590,-384,-2947.3,76.73
8042,金山電,9,363,-354,-4322.8,122.01
2344,華邦電,291,631,-340,-4150.6,122.21
3004,豐達科,1,300,-299,-3859.0,128.83
,國泰臺灣加權反1,20,296,-276,-50.0,1.81
2327,國巨*,54,325,-271,-16480.6,609.11
,富邦NASDAQ反1,0,264,-264,-64.6,2.45
6770,力積電,219,442,-223,-1406.0,63.04
0056,元大高股息,58,279,-221,-1013.9,45.96
6588,東典光電,1,207,-206,-2695.4,130.81
2472,立隆電,124,316,-192,-5066.4,263.68
00955,中信日本商社,0,182,-182,-282.3,15.58
2377,微星,21,199,-178,-2152.9,121.19
,主動國泰動能高息,11,186,-175,-241.1,13.8
,元大台灣50正2,108,280,-172,-548.3,31.85
3685,元創精密,258,429,-171,-467.0,27.31
3066,李洲,0,170,-170,-357.0,21.0
,主動野村臺灣高息,0,167,-167,-173.3,10.38
3006,晶豪科,152,315,-163,-3775.8,231.5
00878,國泰永續高股息,16,163,-147,-414.6,28.21
