code,name,weight,shares,price
2330,台積電,63.0,462107199,1840.0
2887,台新新光金,0.78,433061914,24.65
2891,中信金,1.3,335551662,52.1
2883,凱基金,0.44,297312950,20.1
2884,玉山金,0.68,289345148,31.8
2890,永豐金,0.56,238913839,32.15
2317,鴻海,3.42,231723711,203.0
2886,兆豐金,0.64,222662831,38.75
2303,聯電,0.94,219724211,57.8
2002,中鋼,0.3,210720751,19.45
2885,元大金,0.68,205422045,44.2
2892,第一金,0.43,204569168,28.75
5880,合庫金,0.34,197278046,22.95
2882,國泰金,0.95,176514622,72.0
2880,華南金,0.43,175385982,33.55
2881,富邦金,1.03,157309573,88.6
1303,南亞,0.52,92888428,78.4
1216,統一,0.49,92829512,70.2
1301,台塑,0.27,79095374,47.6
2412,中華電,0.73,71943704,134.0
3711,日月光投控,1.53,61843243,344.0
2344,華邦電,0.48,58766000,110.0
3231,緯創,0.55,57671063,130.0
2382,廣達,1.05,49745626,283.5
2308,台達電,3.9,36707305,1475.0
2301,光寶科,0.42,36618462,160.0
4904,遠傳,0.23,33440104,94.1
2327,國巨*,0.56,29267862,271.0
2454,聯發科,3.42,27933705,1700.0
3045,台灣大,0.22,26647327,109.0
6505,台塑化,0.09,22447337,56.2
2408,南亞科,0.36,21173373,234.0
2603,長榮,0.31,20485055,214.0
2449,京元電子,0.44,20483000,308.0
6919,康霈*,0.13,18350771,101.5
2357,華碩,0.55,12874696,582.0
2345,智邦,1.1,9345339,1610.0
2395,研華,0.22,8657097,344.0
2360,致茂,0.8,6951873,1585.0
2368,金像電,0.47,6483000,988.0
3017,奇鋐,0.92,6108373,2050.0
2383,台光電,1.14,5399096,2810.0
2207,和泰車,0.19,5276111,496.0
6669,緯穎,0.54,1951325,3805.0
3008,大立光,0.3,1809891,2355.0
3653,健策,0.46,1589055,3850.0
3661,世芯-KY,0.36,1498002,3375.0
7769,鴻勁,0.32,1074000,4105.0
2059,川湖,0.27,1069780,3405.0
202604NYF,台灣50ETF股票期貨,0.1,1738,0.0
202604TX,臺股期貨,0.65,1328,0.0
