code,name,weight,shares,price
2330,台積電,64.25,456633570,1810.0
2887,台新新光金,0.75,407424690,23.95
2891,中信金,1.29,330373229,51.0
2883,凱基金,0.44,293885097,19.55
2884,玉山金,0.73,287315812,33.35
2317,鴻海,3.63,228131831,210.5
2890,永豐金,0.53,221275775,31.25
2886,兆豐金,0.65,220544154,39.2
2303,聯電,1.0,218233443,59.7
2002,中鋼,0.31,211331743,19.15
2885,元大金,0.68,203850744,44.15
2892,第一金,0.45,202621435,29.1
5880,合庫金,0.34,195400576,23.0
2882,國泰金,0.95,175557410,70.0
2880,華南金,0.45,173715194,34.6
2881,富邦金,1.05,156601217,87.2
1303,南亞,0.54,92002935,74.1
1216,統一,0.49,91944476,70.8
1301,台塑,0.28,78342763,47.35
2412,中華電,0.73,71257440,136.0
3711,日月光投控,1.57,61453335,320.0
3231,緯創,0.55,56570867,127.5
2382,廣達,1.06,49370222,282.0
2301,光寶科,0.43,36369790,149.0
2308,台達電,3.55,36160025,1220.0
4904,遠傳,0.23,33121312,91.5
2327,國巨*,0.57,28988606,248.5
2454,聯發科,3.57,27548657,1665.0
3045,台灣大,0.21,26393811,107.5
2615,萬海,0.16,26297036,81.1
6505,台塑化,0.1,22223782,68.2
2408,南亞科,0.37,20971745,210.0
2603,長榮,0.32,20287067,210.5
6919,康霈*,0.19,18339651,131.0
2357,華碩,0.51,12751088,517.0
3034,聯詠,0.31,10740409,379.0
2912,統一超,0.16,9926721,219.0
2345,智邦,1.01,9254094,1380.0
2379,瑞昱,0.32,9075634,484.0
2395,研華,0.23,8570329,347.0
2360,致茂,0.71,6883241,1240.0
3017,奇鋐,0.78,6057309,1665.0
2383,台光電,0.95,5269296,2175.0
2207,和泰車,0.2,5225043,505.0
3665,貿聯-KY,0.4,3331872,1595.0
6669,緯穎,0.58,1939065,3930.0
3008,大立光,0.31,1791559,2285.0
3653,健策,0.41,1550847,3180.0
3661,世芯-KY,0.34,1482258,2995.0
2059,川湖,0.25,1058820,3000.0
202603TX,臺股期貨,0.09,188,0.0
