code,name,net_shares,net_amount
009816,凱基台灣TOP50,82,857.0
,主動群益台灣強棒,65,1052.0
,期元大S&P石油,60,1494.0
2603,長榮,41,8303.0
6147,頎邦,40,2690.0
00919,群益台灣精選高息,38,873.0
1802,台玻,33,1695.0
,主動復華未來50,31,385.0
1718,中纖,25,190.0
,富邦臺灣加權反1,25,199.0
2409,友達,22,334.0
2609,陽明,22,1133.0
0050,元大台灣50,21,1585.0
1815,富喬,21,2079.0
,主動統一台股增長,20,425.0
,國泰US短期公債,20,972.0
6173,信昌電,20,1218.0
2330,台積電,19,34017.0
,主動群益科技創新,17,220.0
0056,元大高股息,17,639.0
,元大台灣50反1,15,218.0
1710,東聯,15,223.0
009805,新光美國電力基建,15,222.0
3049,精金,13,193.0
3576,聯合再生,12,262.0
3481,群創,-154,-3713.0
00971,野村美國研發龍頭,-67,-994.0
1449,佳和,-60,-711.0
5314,世紀*,-50,-3544.0
3026,禾伸堂,-45,-5625.0
,國泰臺灣加權正2,-40,-2384.0
,大華優利美公債20,-35,-558.0
4121,優盛,-32,-517.0
2489,瑞軒,-26,-909.0
6143,振曜,-25,-2489.0
6770,力積電,-25,-1256.0
3260,威剛,-19,-7248.0
2337,旺宏,-19,-2476.0
,富邦NASDAQ正2,-16,-2301.0
6245,立端,-15,-1033.0
3346,麗清,-14,-263.0
9939,宏全,-13,-1594.0
9946,三發地產,-13,-238.0
3264,欣銓,-12,-1856.0
2618,長榮航,-11,-389.0
00898,國泰基因免疫革命,-10,-78.0
,主動摩根美國科技,-10,-140.0
5498,凱崴,-9,-486.0
00709,富邦歐洲,-9,-323.0
,期元大S&P原油反1,-9,-175.0
