code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,元大台灣50正2,1066,259,807,2217.6,27.47
,主動統一台股增長,1256,470,786,2134.4,27.15
,主動群益科技創新,426,169,257,440.3,17.13
6116,彩晶,155,0,155,132.6,8.55
0056,元大高股息,206,100,106,440.6,41.43
2371,大同,117,11,106,329.6,31.07
2887,台新新光金,104,2,102,243.8,23.7
,第一金優選非投債,100,0,100,92.5,9.25
,元大台灣50反1,169,78,91,112.9,12.4
3481,群創,172,81,91,226.3,24.9
6190,萬泰科,104,22,82,550.2,67.26
1711,永光,167,86,81,525.0,64.48
5351,鈺創,94,19,75,522.4,69.55
2610,華航,63,0,63,113.4,17.95
8103,瀚荃,72,9,63,638.6,101.37
4167,松瑞藥,60,0,60,117.6,19.6
2618,長榮航,59,0,59,200.1,34.13
8150,南茂,66,7,59,421.2,72.04
4960,誠美材,55,0,55,222.8,40.5
009819,中信數據及電力,56,5,51,58.4,11.44
4958,臻鼎-KY,85,34,51,1670.9,328.71
3605,宏致,67,19,48,365.6,75.68
1528,恩德,59,11,48,131.6,27.41
,主動群益美國增長,51,5,46,49.5,10.77
3141,晶宏,46,1,45,226.3,50.28
2409,友達,352,731,-379,-670.4,17.7
00712,復華富時不動產,21,353,-332,-298.8,9.0
,國泰20年美債,3,302,-299,-837.1,28.03
00919,群益台灣精選高息,131,338,-207,-486.6,23.45
00940,元大台灣價值高息,0,174,-174,-179.5,10.3
00878,國泰永續高股息,34,197,-163,-403.0,24.74
00929,復華台灣科技優息,5,158,-153,-338.0,22.19
00927,群益半導體收益,12,119,-107,-307.7,28.76
,群益ESG投等債20+,4,110,-106,-157.6,14.86
,元大美債20正2,0,100,-100,-70.6,7.06
5905,南仁湖,0,100,-100,-79.3,7.93
,國泰臺灣加權反1,0,100,-100,-20.2,2.02
,主動復華未來50,389,489,-100,-171.9,17.29
2485,兆赫,43,135,-92,-591.9,64.2
1721,三晃,136,220,-84,-199.8,23.79
2388,威盛,32,111,-79,-633.9,80.22
2436,偉詮電,40,102,-62,-493.5,79.46
4417,金洲,4,60,-56,-265.5,47.4
3374,精材,18,73,-55,-1024.3,186.07
1304,台聚,67,120,-53,-73.3,13.82
009816,凱基台灣TOP50,270,322,-52,-58.2,11.24
3264,欣銓,1,47,-46,-935.6,202.51
,主動群益台灣強棒,53,96,-43,-90.6,21.08
6282,康舒,20,60,-40,-190.6,47.16
00939,統一台灣高息動能,0,40,-40,-66.4,16.6
