code,name,net_shares,net_amount
3231,緯創,328,41517.0
,群益優選非投等債,295,2859.0
,元大台灣50反1,270,3857.0
,元大台灣50正2,107,2210.0
2344,華邦電,106,9929.0
2332,友訊,103,1583.0
2034,允強,62,1264.0
1402,遠東新,54,1432.0
2324,仁寶,41,1117.0
2356,英業達,39,1588.0
6282,康舒,31,1463.0
6919,康霈*,28,2562.0
,台新美國非投等債,27,270.0
2369,菱生,23,711.0
,主動安聯台灣,21,220.0
8028,昇陽半導體,20,3606.0
8059,凱碩,20,369.0
2353,宏碁,20,556.0
,國泰臺灣加權反1,20,46.0
00919,群益台灣精選高息,19,441.0
2367,燿華,17,1412.0
2419,仲琦,17,559.0
1528,恩德,17,449.0
6127,九豪,16,722.0
4949,有成精密,15,1053.0
4906,正文,-771,-28955.0
,主動統一台股增長,-752,-15375.0
2338,光罩,-365,-16088.0
2409,友達,-307,-4712.0
009816,凱基台灣TOP50,-234,-2499.0
2327,國巨*,-232,-58774.0
00940,元大台灣價值高息,-205,-1960.0
6669,緯穎,-129,-442736.0
2547,日勝生,-120,-1266.0
,第一金優選非投債,-115,-1067.0
2408,南亞科,-113,-24047.0
,復華香港正2,-100,-1690.0
3105,穩懋,-76,-28322.0
2002,中鋼,-75,-1461.0
,國泰10Y+金融債,-69,-1118.0
3715,定穎投控,-55,-10090.0
2883,凱基金,-45,-887.0
1303,南亞,-39,-3093.0
,主動復華未來50,-35,-434.0
3481,群創,-32,-776.0
,主動第一金台股優,-30,-372.0
2330,台積電,-29,-53285.0
3711,日月光投控,-24,-8175.0
1726,永記,-24,-1810.0
4904,遠傳,-23,-2156.0
