code,name,net_shares,net_amount
2889,國票金,305,4980.0
,主動統一台股增長,203,4297.0
0050,元大台灣50,141,10800.0
,元大台灣50反1,135,1877.0
3049,精金,110,1477.0
1326,台化,92,4203.0
00955,中信日本商社,90,1417.0
,元大滬深300正2,88,1676.0
6770,力積電,83,5576.0
,主動兆豐台灣豐收,64,677.0
1802,台玻,56,3265.0
2408,南亞科,43,9675.0
,主動群益科技創新,41,559.0
6270,倍微,38,1037.0
1815,富喬,37,3978.0
1708,東鹼,37,1582.0
2495,普安,36,1268.0
2610,華航,34,639.0
00947,台新臺灣IC設計,31,764.0
1722,台肥,30,1371.0
,期元大S&P黃金,29,1401.0
,期元大S&P黃金正2,29,2692.0
8028,昇陽半導體,28,5556.0
00919,群益台灣精選高息,27,615.0
7703,銳澤,25,6075.0
2498,宏達電,-227,-9328.0
,中信中國50正2,-205,-2097.0
6443,元晶,-120,-5754.0
2313,華通,-77,-19113.0
3680,家登,-70,-28731.0
6147,頎邦,-64,-4951.0
5871,中租-KY,-63,-6930.0
00881,國泰台灣科技龍頭,-63,-2361.0
6282,康舒,-62,-3207.0
2441,超豐,-56,-5425.0
,期元大S&P石油,-55,-1363.0
1308,亞聚,-52,-938.0
1718,中纖,-50,-380.0
4979,華星光,-46,-19632.0
4766,南寶,-42,-14110.0
2616,山隆,-40,-674.0
2392,正崴,-37,-1346.0
1609,大亞,-36,-1173.0
1904,正隆,-35,-707.0
2323,中環,-33,-393.0
,主動復華未來50,-33,-426.0
6285,啟碁,-33,-5940.0
2355,敬鵬,-32,-1596.0
2020,美亞,-30,-735.0
5201,凱衛,-29,-1170.0
