code,name,net_shares,net_amount
3339,泰谷,299,12244.0
,主動統一台股增長,96,2006.0
5347,世界,74,9164.0
2883,凱基金,66,1343.0
,第一金優選非投債,50,462.0
,富邦NASDAQ反1,40,120.0
3691,碩禾,34,3971.0
2618,長榮航,33,1176.0
7703,銳澤,28,6320.0
6770,力積電,24,1519.0
6127,九豪,21,885.0
2610,華航,20,376.0
8046,南電,20,10713.0
6120,達運,20,265.0
3231,緯創,19,2431.0
1308,亞聚,16,263.0
4979,華星光,15,6238.0
00919,群益台灣精選高息,14,319.0
4906,正文,14,462.0
1312,國喬,13,176.0
2344,華邦電,12,1262.0
9918,欣天然,12,563.0
6442,光聖,12,25181.0
1304,台聚,11,164.0
,主動兆豐台灣豐收,11,112.0
009816,凱基台灣TOP50,-134,-1442.0
,元大台灣50反1,-86,-1207.0
6147,頎邦,-71,-4951.0
4956,光鋐,-70,-2659.0
00918,大華優利高填息30,-66,-1469.0
,主動群益台灣強棒,-42,-711.0
00951,台新日本半導體,-41,-561.0
6672,騰輝電子-KY,-39,-4875.0
1309,台達化,-20,-386.0
6531,愛普*,-20,-10145.0
,主動群益科技創新,-20,-269.0
6505,台塑化,-19,-1028.0
3702,大聯大,-17,-1651.0
6443,元晶,-14,-594.0
2002,中鋼,-14,-270.0
2313,華通,-13,-2969.0
3714,富采,-12,-600.0
2880,華南金,-12,-419.0
,主動安聯台灣,-11,-117.0
,期元大S&P黃金,-11,-534.0
2887,台新新光金,-10,-265.0
1815,富喬,-10,-1077.0
8936,國統,-10,-547.0
1709,和益,-10,-180.0
00735,國泰臺韓科技,-10,-690.0
