code,name,net_shares,net_amount
3481,群創,1325,34925.0
1582,信錦,656,60997.0
8021,尖點,532,140762.0
8027,鈦昇,491,65660.0
,國泰20年美債,443,12521.0
4958,臻鼎-KY,392,88960.0
,主動群益科技創新,256,3520.0
4971,IET-KY,250,131141.0
2371,大同,151,4656.0
2883,凱基金,127,2547.0
3533,嘉澤,127,287234.0
,主動兆豐台灣豐收,120,1287.0
1305,華夏,116,1983.0
00919,群益台灣精選高息,114,2590.0
3135,凌航,108,12744.0
,主動第一金台股優,102,1297.0
3685,元創精密,102,2934.0
1309,台達化,96,1939.0
5347,世界,93,11661.0
2609,陽明,89,4751.0
2337,旺宏,79,10261.0
3033,威健,78,2602.0
6147,頎邦,76,5763.0
,主動復華未來50,76,986.0
1815,富喬,72,7904.0
5291,邑昇,-1581,-121430.0
6217,中探針,-1389,-250432.0
2313,華通,-661,-154435.0
3324,雙鴻,-501,-516568.0
,台新新光辛特,-400,-3766.0
1310,台苯,-314,-3488.0
,元大台灣50反1,-299,-4182.0
2345,智邦,-199,-339897.0
6770,力積電,-195,-12423.0
3693,營邦,-152,-75238.0
3498,陽程,-123,-9754.0
,主動元大AI新經濟,-118,-1478.0
6683,雍智科技,-110,-138480.0
2466,冠西電,-105,-5263.0
4991,環宇-KY,-104,-45418.0
2409,友達,-104,-1553.0
2355,敬鵬,-99,-4892.0
2489,瑞軒,-99,-2857.0
,主動野村臺灣優選,-98,-1762.0
2454,聯發科,-97,-156494.0
1308,亞聚,-89,-1531.0
1904,正隆,-81,-1585.0
3413,京鼎,-76,-24129.0
2855,統一證,-75,-2443.0
2002,中鋼,-69,-1376.0
