code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2409,友達,347,59,288,866.3,30.03
,主動凱基台灣,455,248,207,205.1,9.91
,元大台灣50反1,229,100,129,129.4,10.03
2337,旺宏,146,27,119,1975.1,166.63
009821,野村稀土關鍵資源,130,12,118,173.6,14.7
1515,力山,269,169,100,297.0,29.7
2303,聯電,273,179,94,1678.9,177.94
3481,群創,298,204,94,663.5,70.66
,中信中國50正2,91,0,91,76.5,8.4
009824,群益美國科技巨頭,94,5,89,90.4,10.16
6282,康舒,84,4,80,478.0,59.73
2312,金寶,102,23,79,293.2,37.11
,主動復華未來50,77,0,77,160.1,20.73
6770,力積電,316,243,73,658.7,90.39
2426,鼎元,66,5,61,535.1,88.16
,主動中信台灣卓越,50,0,50,91.0,18.2
2344,華邦電,172,134,38,779.1,209.3
8150,南茂,56,22,34,355.1,101.94
,主動統一升級50,74,40,34,38.1,11.09
5371,中光電,44,10,34,260.7,76.67
00891,中信關鍵半導體,37,5,32,120.8,37.76
4906,正文,28,1,27,121.5,44.99
1618,合機,26,0,26,107.2,41.22
1310,台苯,25,0,25,25.2,10.06
2323,中環,25,0,25,28.9,11.54
,中信美國公債20年,0,398,-398,-1098.9,27.61
,元大美債20年,0,301,-301,-824.7,27.4
2484,希華,3,155,-152,-1031.1,67.84
2883,凱基金,24,153,-129,-393.2,30.48
,主動國泰動能高息,579,693,-114,-177.7,15.59
2884,玉山金,0,97,-97,-345.8,35.65
009819,中信數據及電力,0,93,-93,-96.4,10.37
,元大美債20正2,0,90,-90,-64.8,7.2
,主動野村臺灣高息,20,100,-80,-88.4,11.05
1785,光洋科,0,75,-75,-1074.3,142.29
5328,華容,1,75,-74,-469.2,63.4
3434,哲固,0,60,-60,-188.4,31.41
3035,智原,50,109,-59,-1294.1,219.34
,主動元大AI新經濟,5,61,-56,-117.4,20.96
,主動第一金台股優,0,51,-51,-91.9,18.02
3042,晶技,4,52,-48,-891.3,187.86
00878,國泰永續高股息,9,54,-45,-152.1,33.79
1718,中纖,10,51,-41,-40.2,9.8
2347,聯強,0,41,-41,-390.0,95.13
9105,泰金寶-DR,26,64,-38,-37.1,9.75
3033,威健,12,50,-38,-187.4,49.32
4716,大立,0,36,-36,-83.3,23.15
2610,華航,5,40,-35,-85.0,24.28
6182,合晶,148,183,-35,-465.3,133.93
,富邦恒生國企正2,1,34,-33,-25.2,7.64
