code,name,net_shares,net_amount
,主動復華未來50,437,5845.0
3481,群創,139,3821.0
,主動群益科技創新,107,1485.0
2344,華邦電,94,11343.0
6547,高端疫苗,90,4464.0
2489,瑞軒,86,3573.0
1802,台玻,85,5061.0
2408,南亞科,85,20518.0
,元大台灣50反1,76,1072.0
6770,力積電,74,5451.0
1308,亞聚,68,1164.0
2610,華航,66,1231.0
2442,新美齊,66,1354.0
,期街口布蘭特正2,63,3581.0
1326,台化,59,2705.0
1809,中釉,56,2003.0
,主動統一台股增長,48,1016.0
4207,環泰,46,911.0
00919,群益台灣精選高息,42,986.0
6116,彩晶,38,336.0
2603,長榮,31,6821.0
2401,凌陽,30,639.0
00712,復華富時不動產,30,261.0
8431,匯鑽科,28,1991.0
4919,新唐,28,3021.0
,平衡凱基雙核收息,-300,-3316.0
2027,大成鋼,-281,-10686.0
,元大美債20正2,-279,-2025.0
6226,光鼎,-185,-2852.0
2014,中鴻,-149,-2895.0
3005,神基,-80,-10425.0
5291,邑昇,-69,-4563.0
,國泰10Y+金融債,-64,-1034.0
,主動群益台灣強棒,-61,-1025.0
2606,裕民,-56,-3325.0
5608,四維航,-50,-858.0
00891,中信關鍵半導體,-50,-1234.0
2323,中環,-49,-647.0
2369,菱生,-43,-1582.0
00918,大華優利高填息30,-41,-929.0
3714,富采,-40,-2050.0
5452,佶優,-39,-1545.0
1309,台達化,-38,-723.0
,主動元大AI新經濟,-36,-454.0
8936,國統,-35,-1948.0
,主動統一全球創新,-33,-443.0
2889,國票金,-30,-494.0
2349,錸德,-26,-411.0
8422,可寧衛*,-26,-749.0
2002,中鋼,-21,-411.0
