code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
009816,凱基台灣TOP50,125,10,115,162.3,14.05
00915,凱基優選高股息30,106,1,105,278.5,26.52
,主動野村臺灣高息,140,58,82,85.6,10.44
1802,台玻,98,18,80,558.6,69.81
2345,智邦,67,0,67,15551.7,2305.66
1605,華新,61,12,49,167.1,34.09
2485,兆赫,55,8,47,322.4,68.6
1609,大亞,64,20,44,158.9,36.12
2409,友達,52,17,35,63.6,18.18
3094,聯傑,41,10,31,103.6,33.43
,主動國泰動能高息,30,0,30,42.2,13.83
1326,台化,41,11,30,145.7,48.49
,主動群益科技創新,40,11,29,51.4,17.73
2208,台船,30,1,29,62.5,21.65
2449,京元電子,30,3,27,867.6,320.96
00940,元大台灣價值高息,43,16,27,30.2,11.18
00891,中信關鍵半導體,29,3,26,89.7,34.22
009805,新光美國電力基建,25,0,25,42.3,16.78
0052,富邦科技,25,3,22,130.8,57.27
2002,中鋼,22,1,21,39.5,18.65
0050,元大台灣50,27,6,21,202.8,96.98
3434,哲固,20,0,20,57.5,28.73
,群益優選非投等債,50,30,20,19.1,9.55
1216,統一,21,2,19,136.2,71.78
4934,太極,60,43,17,33.8,19.89
2103,台橡,35,105,-70,-149.3,21.33
,主動復華未來50,52,113,-61,-110.0,17.75
00923,群益台ESG低碳50,4,61,-57,-220.0,38.6
4939,亞電,6,63,-57,-234.4,41.12
8112,至上,27,80,-53,-482.1,90.96
,元大台灣50正2,185,236,-51,-165.0,32.3
4906,正文,55,105,-50,-215.1,43.03
3481,群創,260,306,-46,-147.5,31.99
2884,玉山金,5,40,-35,-111.6,31.94
,中信中國50正2,0,34,-34,-36.9,10.86
3714,富采,27,59,-32,-235.0,73.45
00700,富邦恒生國企,0,30,-30,-53.2,17.72
1504,東元,9,30,-21,-143.8,70.15
00929,復華台灣科技優息,1,21,-20,-51.3,25.4
3041,揚智,10,30,-20,-48.7,24.35
00918,大華優利高填息30,1,19,-18,-45.1,25.07
2301,光寶科,9,25,-16,-346.6,207.31
1608,華榮,0,16,-16,-55.4,34.64
2317,鴻海,14,30,-16,-387.5,251.25
3704,合勤控,0,15,-15,-53.8,35.85
3036,文曄,0,14,-14,-336.7,240.5
00878,國泰永續高股息,9,23,-14,-38.9,27.97
2891,中信金,1,14,-13,-73.7,56.67
6265,方土昶,0,13,-13,-57.4,44.16
2472,立隆電,0,13,-13,-288.0,221.5
