code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
,主動野村臺灣高息,622,38,584,617.1,10.55
1711,永光,129,8,121,687.5,56.73
,期元大S&P原油反1,102,0,102,123.6,12.12
00891,中信關鍵半導體,106,7,99,346.7,35.06
8213,志超,137,46,91,380.4,41.8
2883,凱基金,105,21,84,191.9,22.87
5471,松翰,83,6,77,384.2,49.89
3141,晶宏,80,10,70,402.9,57.55
6120,達運,75,11,64,82.0,12.82
2337,旺宏,98,35,63,1006.0,159.37
3231,緯創,64,4,60,847.0,140.1
6259,百徽,60,0,60,146.9,24.49
6016,康和證,60,0,60,142.2,23.7
009816,凱基台灣TOP50,72,20,52,73.9,14.17
3026,禾伸堂,58,13,45,1554.5,344.29
6116,彩晶,57,13,44,42.4,9.72
,主動統一全球創新,56,13,43,81.9,18.98
00830,國泰費城半導體,45,6,39,320.2,82.11
6597,立誠,39,0,39,291.6,74.77
2342,茂矽,40,2,38,164.6,43.32
4906,正文,39,3,36,144.8,39.92
8112,至上,36,1,35,300.0,85.7
2367,燿華,48,14,34,206.9,60.88
,元大美債1-3,30,0,30,92.3,30.78
1618,合機,30,0,30,115.1,38.35
,元大台灣50正2,7,480,-473,-1539.3,32.54
2305,全友,1,401,-400,-705.7,17.64
,元大美債20年,2,306,-304,-814.1,26.73
6770,力積電,221,491,-270,-1729.9,64.05
3481,群創,49,267,-218,-701.2,32.17
2610,華航,7,210,-203,-388.8,19.15
2409,友達,112,303,-191,-359.1,18.79
5347,世界,144,323,-179,-2963.2,165.64
2489,瑞軒,14,127,-113,-489.2,42.99
,主動復華未來50,59,166,-107,-194.4,18.16
2344,華邦電,35,138,-103,-1202.7,116.1
8432,東生華,0,98,-98,-483.6,49.34
2377,微星,19,101,-82,-866.5,104.91
00919,群益台灣精選高息,61,142,-81,-208.6,25.75
,主動群益台灣強棒,118,198,-80,-183.7,22.91
,主動群益科技創新,29,101,-72,-131.8,18.31
00918,大華優利高填息30,40,110,-70,-178.3,25.36
1717,長興,25,95,-70,-574.5,82.13
8358,金居,11,79,-68,-3151.0,462.23
3528,安馳,2,68,-66,-553.8,83.91
6282,康舒,10,74,-64,-354.5,54.88
2353,宏碁,13,76,-63,-181.5,28.82
00882,中信中國高股息,0,60,-60,-96.2,16.03
2408,南亞科,7,65,-58,-1731.4,300.43
6173,信昌電,2,57,-55,-705.3,128.33
