code,name,weight,shares,price
2883,凱基金,1.48,1557000,30.4
2884,玉山金融控股,1.79,1530000,37.8
2886,兆豐金融控股,1.39,959000,47.05
2887,台新新光金,1.04,922160,36.4
2891,中國信託金融控股,1.58,798000,64.9
2881,富邦金融控股,1.9,474000,128.5
2882,國泰金融控股,1.02,334000,98.3
5347,世界先進積體電路,1.33,277000,153.5
5904,寶雅國際,0.64,270000,75.9
2885,元大金融控股,0.51,261040,62.5
4904,遠傳電信,0.81,254000,101.5
2313,華通電腦,1.7,250356,207.5
2890,永豐金融控股,0.29,238920,39.4
2303,聯華電子,0.85,234000,115.5
2382,廣達電腦,2.37,232000,331.0
2330,台灣積體電路製造,15.66,210647,2350.0
6285,啟碁科技,1.51,203000,235.5
2412,中華電信,0.86,201000,136.0
1477,聚陽實業,1.01,160000,192.5
2455,全新光電科技,2.05,159000,396.5
2603,長榮海運,1.19,155000,240.5
1216,統一企業,0.32,129000,77.5
4958,臻鼎-KY,1.87,129000,457.0
4938,和碩聯合科技,0.33,118000,89.4
3711,日月光,2.01,109000,588.0
8464,億豐綜合工業,1.15,98000,369.0
2317,鴻海精密工業,0.63,82000,245.0
3037,欣興電子,2.64,74000,1130.0
4991,環宇通訊半導體控股,1.19,73000,520.0
3231,緯創,0.37,66000,182.0
2308,台達電子工業,3.28,60000,1765.0
2379,瑞昱半導體,1.12,51000,738.0
2454,聯發科技,5.86,50600,3845.0
2357,華碩電腦,1.4,49000,925.0
5871,中租-KY,0.16,44920,109.5
6415,矽力-KY,0.62,44000,440.0
6531,愛普,1.19,43000,837.0
3491,昇達科技,1.69,42000,1285.0
1301,台灣塑膠工業,0.07,41000,56.8
2912,統一超商,0.28,41000,218.5
2327,國巨,0.69,39000,576.0
2345,智邦科技,2.24,34053,2125.0
7828,創新服務,1.76,34000,1650.0
2360,致茂電子,1.88,28000,2120.0
3167,大量科技,0.55,23000,693.0
6944,兆聯實業,0.44,19800,732.0
6187,萬潤科技,0.76,19305,1265.0
3008,大立光電,2.76,16000,5550.0
3034,聯詠科技,0.23,14000,534.0
6223,旺矽科技,1.96,11074,5650.0
3131,弘塑科技,0.78,10730,2320.0
6669,緯穎,2.12,10714,6375.0
2383,台光電子材料,2.0,10686,5880.0
7769,鴻勁,1.93,9562,6445.0
2368,金像電子,0.29,9000,1040.0
2615,萬海航運,0.03,8000,106.5
6510,中華精測科技,0.67,7747,2760.0
2449,京元電子,0.05,7250,235.0
8021,尖點科技,0.08,6000,393.5
6515,穎崴,1.1,5512,6370.0
5274,信驊科技,1.95,3951,15750.0
2059,川湖科技,1.28,2940,14095.0
3653,健策精密工業,0.46,2653,5460.0
202609TX,台股期貨09/26,-0.19,24,0.0
TXO44500I62026,TAIWAN TAIE C 16SEP26 44500 TWSE,-0.78,-320,0.0
