code,name,net_shares,net_amount
,主動復華未來50,741,9632.0
6770,力積電,248,16002.0
8358,金居,128,31636.0
,主動統一台股增長,114,2394.0
00918,大華優利高填息30,85,1893.0
6532,瑞耘,63,4875.0
1313,聯成,52,683.0
4979,華星光,41,17874.0
00735,國泰臺韓科技,40,2700.0
2406,國碩,39,1443.0
6443,元晶,34,1615.0
,主動兆豐台灣豐收,33,351.0
,主動群益科技創新,32,434.0
6269,台郡,30,1852.0
2348,海悅,30,2384.0
2883,凱基金,27,554.0
3715,定穎投控,23,4425.0
6441,廣錠,21,426.0
6285,啟碁,19,3327.0
4161,聿新科,18,458.0
4906,正文,17,622.0
0052,富邦科技,16,719.0
6438,迅得,15,2700.0
2353,宏碁,14,384.0
1815,富喬,13,1471.0
,主動安聯台灣,-140,-1493.0
3481,群創,-108,-2795.0
00877,復華中國5G,-100,-2837.0
2344,華邦電,-81,-8062.0
3105,穩懋,-58,-21202.0
009816,凱基台灣TOP50,-57,-613.0
,主動元大AI新經濟,-50,-628.0
4909,新復興,-50,-2980.0
3714,富采,-45,-2347.0
0050,元大台灣50,-44,-3333.0
2614,東森,-39,-798.0
3049,精金,-37,-485.0
1305,華夏,-32,-558.0
1308,亞聚,-32,-567.0
3048,益登,-32,-1209.0
2105,正新,-32,-968.0
8028,昇陽半導體,-30,-5895.0
2601,益航,-30,-183.0
1903,士紙,-30,-1507.0
2313,華通,-28,-7074.0
2355,敬鵬,-27,-1320.0
2367,燿華,-26,-1931.0
,群益ESG投等債20+,-25,-371.0
2002,中鋼,-22,-430.0
2340,台亞,-21,-614.0
