code,name,net_shares,net_amount
6147,頎邦,2547,212799.0
1314,中石化,183,1495.0
2344,華邦電,147,13861.0
0056,元大高股息,109,4130.0
1301,台塑,103,4737.0
,元大零息超長美債,100,848.0
4306,炎洲,98,1335.0
2328,廣宇,87,3910.0
2615,萬海,79,6180.0
0050,元大台灣50,66,4911.0
3481,群創,66,1633.0
1304,台聚,59,1032.0
2303,聯電,54,3007.0
2401,凌陽,50,983.0
2449,京元電子,49,13160.0
1308,亞聚,48,911.0
,主動統一台股增長,46,928.0
,元大台灣50正2,42,868.0
2367,燿華,42,3079.0
2610,華航,41,753.0
3543,州巧,40,1873.0
5871,中租-KY,37,3951.0
3049,精金,35,390.0
00927,群益半導體收益,33,793.0
3711,日月光投控,33,11781.0
2408,南亞科,-703,-147431.0
2371,大同,-502,-15912.0
2409,友達,-175,-2949.0
,主動安聯台灣,-97,-1023.0
00757,統一FANG+,-76,-7924.0
2101,南港,-75,-2798.0
3105,穩懋,-68,-26522.0
1310,台苯,-50,-553.0
2903,遠百,-47,-1084.0
2883,凱基金,-40,-800.0
1449,佳和,-40,-496.0
2891,中信金,-36,-1963.0
2027,大成鋼,-33,-1253.0
,台新美國非投等債,-30,-300.0
2481,強茂,-30,-2703.0
1101,台泥,-28,-665.0
2489,瑞軒,-27,-882.0
1309,台達化,-26,-678.0
009816,凱基台灣TOP50,-25,-292.0
3714,富采,-25,-1343.0
00887,永豐中國科技50大,-25,-307.0
2106,建大,-23,-429.0
2887,台新新光金,-22,-551.0
4938,和碩,-22,-1722.0
1582,信錦,-22,-2333.0
