code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
2409,友達,256,36,220,426.5,19.41
,主動復華未來50,101,2,99,149.6,15.11
,主動統一台股增長,107,20,87,225.6,25.9
1314,中石化,66,0,66,51.2,7.75
4720,德淵,77,19,58,133.6,23.04
2313,華通,70,22,48,1208.0,255.56
3062,建漢,50,4,46,135.3,29.42
1802,台玻,230,186,44,326.9,74.48
,主動國泰動能高息,48,9,39,47.8,12.17
4906,正文,45,8,37,140.5,37.97
,期街口布蘭特正2,37,3,34,160.6,47.24
,主動聯博全球非投,30,0,30,30.4,10.12
1815,富喬,43,14,29,364.6,124.27
4939,亞電,30,5,25,108.7,43.5
0052,富邦科技,23,2,21,105.9,49.35
2605,新興,20,0,20,71.0,35.08
00964,中信亞太高股息,20,0,20,27.4,13.72
,主動群益科技創新,27,8,19,31.7,16.67
2402,毅嘉,19,2,17,135.1,77.21
,主動第一金台股優,15,0,15,23.2,15.47
5546,永固-KY,14,0,14,25.9,17.29
3031,佰鴻,15,1,14,45.2,32.28
5498,凱崴,17,3,14,103.8,74.2
2610,華航,14,1,13,23.8,18.15
2464,盟立,13,0,13,112.7,86.88
00878,國泰永續高股息,7,283,-276,-679.6,24.54
3049,精金,3,115,-112,-161.0,14.36
,元大台灣50反1,13,84,-71,-89.3,12.58
2834,臺企銀,0,70,-70,-117.7,16.8
3481,群創,33,94,-61,-160.9,26.14
2371,大同,8,59,-51,-165.7,32.5
8121,越峰,0,42,-42,-121.9,29.02
009816,凱基台灣TOP50,12,42,-30,-36.3,12.06
8933,愛地雅,0,30,-30,-19.4,6.47
2457,飛宏,5,33,-28,-72.3,25.81
2886,兆豐金,0,26,-26,-103.3,39.74
4540,全球傳動,0,24,-24,-140.4,58.48
3321,同泰,0,22,-22,-35.5,16.11
1417,嘉裕,0,20,-20,-17.9,8.96
4934,太極,0,20,-20,-34.7,17.35
00940,元大台灣價值高息,0,20,-20,-20.7,10.36
6770,力積電,6,25,-19,-101.5,51.68
2303,聯電,127,147,-20,-120.5,62.94
0050,元大台灣50,3,20,-17,-145.5,84.82
3437,榮創,0,17,-17,-50.8,29.85
3231,緯創,2,18,-16,-217.4,138.78
00919,群益台灣精選高息,47,62,-15,-35.1,23.7
5347,世界,3,17,-14,-203.8,143.5
1301,台塑,2,16,-14,-74.1,52.94
2353,宏碁,0,14,-14,-40.0,28.79
