code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
3231,緯創,2676,27,2649,49318.3,186.24
2254,巨鎧精密-創,630,40,590,3719.0,63.03
0050,元大台灣50,419,94,325,3564.4,109.59
00929,復華台灣科技優息,302,0,302,874.9,28.97
,主動統一台股增長,485,255,230,687.2,29.87
6147,頎邦,342,113,229,4542.3,197.99
,主動群益科技創新,218,1,217,394.3,18.15
00919,群益台灣精選高息,216,32,184,601.9,32.72
,群益臺灣加權正2,214,35,179,223.0,12.41
,主動統一全球創新,154,5,149,242.3,16.28
00918,大華優利高填息30,136,8,128,451.7,35.4
6199,天品,288,165,123,1188.5,96.62
009828,中信台日韓PCB,145,33,112,108.8,9.64
,主動復華未來50,205,95,110,195.8,17.8
,期元大S&P原油反1,104,0,104,114.5,11.01
00712,復華富時不動產,90,0,90,77.9,8.65
4979,華星光,111,21,90,5500.4,612.04
8039,台虹,97,18,79,2412.7,304.91
4931,新盛力,78,6,72,1789.9,248.41
2451,創見,75,5,70,2014.3,288.48
,主動統一升級50,134,65,69,70.5,10.22
2382,廣達,88,20,68,2284.9,331.98
,主動統一前沿科技,73,6,67,66.0,9.84
,元大台灣50反1,79,14,65,63.1,9.71
,主動聯博全球非投,62,0,62,61.0,9.83
2313,華通,99,7214,-7115,-164090.9,230.63
2409,友達,5738,12758,-7020,-20535.9,29.25
2303,聯電,598,4142,-3544,-49709.8,140.27
009816,凱基台灣TOP50,159,793,-634,-1023.0,16.12
1216,統一,0,508,-508,-3869.8,76.18
2472,立隆電,3,500,-497,-10767.6,216.7
6449,鈺邦,4,500,-496,-11295.6,227.96
3167,大量,98,534,-436,-39393.6,903.65
,主動凱基台灣,31,458,-427,-418.0,9.81
2344,華邦電,411,690,-279,-5251.3,188.09
2103,台橡,8,280,-272,-697.8,25.65
,主動復華全球50,6,275,-269,-266.9,9.92
8042,金山電,33,297,-264,-3021.1,114.64
2801,彰銀,10,238,-228,-618.6,27.12
1101,台泥,27,231,-204,-495.5,24.31
2332,友訊,2,201,-199,-380.8,19.13
,群益ESG投等債20+,82,272,-190,-269.3,14.19
2408,南亞科,54,211,-157,-8357.2,534.76
2887,台新新光金,24,175,-151,-640.2,42.33
,元大台灣50正2,98,226,-128,-483.3,37.81
1711,永光,10,108,-98,-390.0,39.8
6598,ABC-KY,0,84,-84,-237.1,28.23
5340,建榮,7,78,-71,-590.7,82.84
6949,沛爾生醫*-創,11,80,-69,-414.4,60.5
2883,凱基金,16,83,-67,-250.6,37.43
