code,name,buy_shares,sell_shares,net_shares,net_amount,avg_price
1709,和益,97,0,97,244.4,25.2
2884,玉山金,77,1,76,288.8,37.97
00891,中信關鍵半導體,76,1,75,255.4,34.05
2485,兆赫,71,1,70,280.7,40.09
2303,聯電,87,41,46,552.0,118.94
0050,元大台灣50,47,5,42,424.7,100.53
3576,聯合再生,42,2,40,66.6,16.64
009826,貝萊德世界股票,38,0,38,38.7,10.2
1718,中纖,56,22,34,32.9,9.68
2882,國泰金,37,3,34,337.0,99.11
00878,國泰永續高股息,39,6,33,108.5,32.67
6271,同欣電,33,2,31,545.9,175.52
,元大台灣50反1,298,268,30,28.5,9.49
2002,中鋼,25,2,23,43.1,18.72
,群益臺灣加權正2,97,75,22,21.0,9.78
2327,國巨*,35,14,21,1177.8,560.15
1710,東聯,20,0,20,26.9,13.45
2014,中鴻,20,0,20,33.3,16.65
00701,國泰股利精選30,20,0,20,77.7,38.84
2834,臺企銀,19,0,19,32.4,16.91
2449,京元電子,27,9,18,441.5,243.9
9904,寶成,16,0,16,38.2,23.9
,元大台灣50正2,60,45,15,48.3,32.21
00881,國泰台灣科技龍頭,14,0,14,72.9,50.62
3550,聯穎,14,0,14,30.0,21.46
6226,光鼎,0,200,-200,-445.3,22.27
2408,南亞科,49,182,-133,-5828.0,437.52
8926,台汽電,2,126,-124,-770.4,62.13
,主動統一升級50,14,123,-109,-103.7,9.56
2484,希華,15,116,-101,-686.2,67.94
3711,日月光投控,9,87,-78,-4725.7,605.54
00927,群益半導體收益,10,82,-72,-251.7,34.96
8111,立碁,6,77,-71,-456.9,64.36
5490,同亨,1,71,-70,-235.6,33.66
1717,長興,3,65,-62,-392.6,63.33
,國泰臺灣加權反1,120,180,-60,-10.3,1.71
2337,旺宏,79,138,-59,-706.5,119.94
2377,微星,3,61,-58,-868.7,148.81
2301,光寶科,6,62,-56,-1408.1,251.13
5371,中光電,1,53,-52,-416.4,80.08
2323,中環,10,60,-50,-51.3,10.26
5351,鈺創,1,49,-48,-416.1,86.34
9105,泰金寶-DR,7,54,-47,-39.0,8.3
,主動統一台股增長,67,110,-43,-116.7,27.09
3042,晶技,0,40,-40,-690.4,169.21
00940,元大台灣價值高息,11,50,-39,-47.4,12.15
6770,力積電,46,85,-39,-236.0,60.77
5347,世界,3,38,-35,-511.5,146.36
00919,群益台灣精選高息,5,40,-35,-102.7,29.59
2610,華航,0,31,-31,-69.7,22.49
